	Nutlin-3	Nilotinib	RAF265	PHA-665752	PD-0325901	PLX4720	PD-0332991	LBW242	AEW541	TAE684	TKI258	AZD0530	lapatinib	Crizotinib	Sorafenib	L-685458	AZD6244	Vandetanib	Erlotinib	17-AAG	Irinotecan	paclitaxel	Panobinostat	Topotecan
UACC-62	0.903089987	0.865027679	0.027226577	0.903089987	-1.9782457	-0.602580378	0.903089987	0.903089987	0.903089987	0.699884824	0.837118451	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-1.455777225	0.903089987	0.903089987	-1.196928061	-0.342654262	-1.811243666	-1.41019059	-0.673485513
UACC-812	0.903089987	0.903089987	0.903089987	0.903089987	-1.436623241	0.903089987	0.903089987	0.903089987	0.903089987	0.404001913	0.903089987	0.574633282	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.187565357	-0.039945863	-0.697910033	0.200873465	-2.594719566	-1.160067784	-0.137590389
UM-UC-3	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.642549598	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.746538915	0.903089987	-0.532175591	-0.203141767	-2.084136461	-0.879215849	-0.164860486
VMRC-RCZ	0.903089987	0.903089987	0.71087285	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.885440425	0.474840348	0.852202802	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.805828922	0.903089987	-0.069310642	0.075928839	-1.059000571	-1.1832447	0.263239044
WM-115	0.903089987	0.848941646	0.448644607	0.903089987	-0.255299883	0.903089987	0.847560488	0.738166118	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-1.323140284	-0.381256908	-1.109163923	-0.769028681	0.903089987
WM-266-4	0.903089987	0.837864818	0.086536593	0.903089987	-1.7030646	0.19829825	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.78180468	0.869275268	0.903089987	-1.672935914	-0.170335101	-1.976137528	-1.453535578	-0.865432464
WM-793	0.903089987	0.834176279	-0.076736089	0.903089987	-0.654158072	0.903089987	0.357407856	0.903089987	0.509499014	0.790978041	0.606303081	0.903089987	0.666673881	0.903089987	0.903089987	0.79945093	0.903089987	0.903089987	0.903089987	-1.269874708	-1.260881442	-2.005098637	-1.025989804	-0.825496621
WM-88	0.903089987	0.831013983	-0.506490162	0.903089987	-2.469204485	-0.690191055	0.903089987	0.903089987	0.436639108	0.903089987	0.788135982	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-1.288755146	0.903089987	0.903089987	-1.381456232	-0.610512828	-2.29825954	-1.020966132	-0.114550375
WM-983B	0.903089987	0.891618263	-0.435371516	0.741074901	-2.192842539	-0.291379625	-0.2899452	0.903089987	0.192447302	-0.354625814	0.82370628	0.52203483	0.755045117	0.800171438	0.864084825	0.894273542	-1.056652204	0.561903973	0.903089987	-1.296747659	-0.413887473	-2.12126358	-0.915529063	-0.931947884
WM1799	0.903089987	0.857580057	-0.684300099	0.903089987	-1.437690656	0.08863143	0.903089987	0.903089987	0.903089987	0.903089987	0.869915751	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.45519266	0.903089987	0.903089987	-1.165491747	0.01541128	-1.687199671	-0.7097787	0.013463152
ZR-75-30	0.903089987	0.903089987	0.556039696	0.121947504	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	0.903089987	-0.778342161	0.903089987	-0.767483809	0.903089987	0.903089987	0.903089987	0.903089987	-1.061122135	0.193121131	-1.550006092	-1.531065558	0.903089987
