	AICAR	AKT inhibitor VIII	AS601245	AZD6482	AZD7762	AZD8055	BIBW2992	BMS-708163	Axitinib	BAY 61-3606	BMS-754807	BX-795	Bexarotene	Bicalutamide	Bleomycin	Bosutinib	Bryostatin 1	CCT018159	CCT007093	CHIR-99021	CI-1040	Cisplatin	Cytarabine	DMOG	LAQ824	NVP-BEZ235	Docetaxel	BIRB 0796	Doxorubicin	EHT 1864	Elesclomol	embelin	Epothilone B	etoposide	FH535	FTI-277	GSK-1904529A	GSK-650394	GW 441756	Gefitinib	Gemcitabine	IPA-3	JNK Inhibitor VIII	JNK-9L	KU-55933	LFM-A13	lenalidomide	CEP-701	OSI-906	MK-2206	Methotrexate	Midostaurin	Mitomycin-C	AMG-706	NSC-87877	NU-7441	ABT-263	Nilotinib	Nutlin-3	OSU-03012	Obatoclax Mesylate	AZD-2281	pac-1	PD-0325901	PD173074	PF-4708671	PF-562271	PLX4720	PD-0332991	Pazopanib	GDC-0449	AP-24534	QS11	RO-3306	RDEA119	AG-014699	SB 216763	SB590885	SL 0101-1	Camptothecin	GDC-0941	AZD6244	JNJ-26854165	shikonin	TW 37	17-AAG	temsirolimus	thapsigargin	Tipifarnib	ATRA	VX-702	ABT-888	Vinblastine	Vinorelbine	AUY922	Vorinostat	681640	ZM-447439
ACHN	3.083476924	1.387331139	0.37116891	1.017617221	-0.873902122	0.280545984	-0.494933283	2.611107845	1.719837418	0.139338173	0.273484355	2.539351105	1.786975436	1.854628093	-0.426400311	-0.267050283	-0.445998284	0.943678914	2.236815923	0.968737706	0.846919841	0.905695519	-0.431584919	2.4734543	-1.258539808	-0.447682044	-1.349765969	2.04073457	-1.306767776	1.757744811	0.757054758	1.707502586	-3.125753755	-0.076371553	0.662802867	1.20755711	1.243734709	1.03304065	1.845328545	-0.479651329	-6.051962224	2.214373756	1.314317117	-0.052788494	2.422287896	2.79978578	2.422305268	-0.983134568	2.303555693	0.668603849	-1.069273404	-0.479951861	-1.142206648	1.876579073	3.039096805	1.859565587	1.057706839	0.965499172	2.0225537	0.550244594	-0.877895026	2.216972574	0.227152517	-0.026902372	2.083743187	1.546034503	0.604625646	1.529411013	0.403419766	1.028339846	2.421159599	-0.532798116	1.105970419	2.052730218	1.681564782	1.309460836	2.819843236	2.552401472	2.20773817	-2.176317399	1.38855585	0.915141288	0.898185264	-0.834522036	-0.826810269	-0.217750476	-0.547979748	-1.544157048	0.048703955	1.951315508	2.147301316	2.411040972	-1.228887049	-1.339427155	-1.629841178	0.966129767	-0.266366269	1.819105844
ACN	3.306253924	1.0907345	0.943192504	1.251319066	-0.765202122	-0.02559254	1.442844397	1.339014575	2.332051491	1.296588347	0.389250327	1.851880312	1.321362676	2.04950645	-0.09240614	2.300730608	-1.667492772	0.996317577	2.121014339	1.772018768	0.439820879	2.212879348	1.008078271	2.107676722	-1.375298576	-1.087026928	-2.092489878	2.015761335	-1.506893279	1.672870641	-1.076325912	0.767552524	-2.971554893	-1.102600728	0.568832832	0.808251129	1.859416624	1.409658653	2.088914766	1.661610253	-3.61324019	2.160290629	2.737500568	-1.104389153	2.128524594	2.686116582	2.664145624	-0.480270633	1.805133722	0.979218969	1.214283897	-0.188209765	-0.893100544	2.153222053	2.320488835	1.552779965	1.607359055	2.25631618	2.192964341	0.384120875	-1.946374105	2.710579956	0.2530508	-1.802475406	2.292039506	2.242536884	0.37059651	0.104354015	1.147020368	1.352114634	2.673436486	-0.457514471	0.779178153	2.611101765	-1.186699683	1.971904541	3.066109488	0.060259662	2.741109121	-1.178605737	0.772922575	-0.246490348	1.282654877	-0.037654634	-0.157386583	-1.380679485	-0.229904641	-2.328798191	0.16460282	1.452447951	2.280598887	2.625560731	-1.357869036	-2.876320193	-1.780649502	1.036144986	1.870406446	1.740925455
AGS	5.077147436	0.878709762	1.072303476	0.89794861	-0.296344314	-0.100126159	1.223261633	2.294692611	1.078959908	0.9298462	0.067505431	0.161427259	1.895858708	1.96536146	-0.298841073	1.285883423	-0.601916083	0.67210198	2.521930685	2.347375138	-0.001903947	2.514407401	0.955310623	2.798974083	-1.695809641	-1.693075323	-3.058955355	3.055401089	-1.877281327	1.213248539	-4.182023513	0.935823395	-2.588941889	-0.497255022	0.729621244	1.211368044	1.943802213	0.932613091	1.588086803	1.715370264	-4.044974941	1.550180278	2.821959987	-0.382076216	1.616948712	2.75090029	2.840744092	-2.212411179	2.237289304	-0.132456343	0.866739738	-0.760653756	-0.975517477	2.334744117	3.244085538	0.806550431	-1.001778396	2.111664414	0.385918854	0.040530533	-0.412985823	2.095549482	2.148174682	-2.037397451	1.658626216	2.693779274	0.182196524	3.08857033	0.468166411	2.908591748	2.97498278	0.246395237	0.826810703	0.330439471	-0.791001386	1.991856898	2.919845621	1.166990531	2.644006086	-2.647826141	-0.297985079	1.41320293	0.729616032	-0.21284512	-1.425602472	-1.769013885	-2.626928759	-2.056594136	0.65640788	2.972398293	2.535035521	2.979948937	-1.879219149	-2.189649371	-1.974457324	-0.276471433	1.873549869	1.396931219
ALL-PO	2.451925454	1.284324305	0.253027782	0.879588288	-2.053825074	-0.128079089	0.485060032	2.654983748	0.105301646	-0.25398931	0.339747705	-0.988650542	0.767527769	2.134877888	-0.006003687	0.479295208	-0.094042561	1.362623257	2.476272871	0.6847178	-0.179862191	1.365178212	-0.329310305	1.844575044	-2.1352149	-1.006002344	-2.026520112	2.538031718	-1.186865149	0.43738883	-2.352198412	0.561893241	-2.832951112	-0.161285245	0.369358771	1.405740882	0.735703973	0.757808259	0.254275511	0.655403357	-5.081039148	1.144188333	1.785606105	-0.172979058	0.392928367	2.249233271	1.02037836	-1.89698744	0.827314919	-0.340206754	-0.556257401	-0.837266343	-1.50895748	1.777415311	3.370667613	0.568891462	-2.815599745	0.523123338	0.761645251	0.639561597	-0.6167442	0.839698392	0.71054095	-0.279891936	0.939155303	1.151678176	0.006826241	0.867748604	0.246904665	1.504595426	1.058265342	-0.90507274	1.28872892	0.389582128	0.505009784	0.941089216	0.945174624	1.659491765	1.609508379	-2.773668612	-0.575998691	0.725064626	-0.285625926	-0.501519359	-0.783943232	-0.048326118	0.095102674	-1.788999248	-0.256053512	-0.156158398	0.653355659	1.214528839	-2.981935834	-2.473765689	-1.760713648	-0.756395933	0.478995544	-0.136848363
AN3-CA	3.918677328	0.219088972	0.412893753	0.55556557	-0.077216256	-1.099555889	1.453921512	2.869441837	0.034986763	0.668483438	-0.182794113	0.214820291	1.193951098	2.056509449	0.406597351	2.148590302	-0.704718364	0.901806412	2.359508023	1.808234585	0.825192956	0.997461074	0.264838855	2.321130288	-1.562546379	-2.254608534	-2.194708901	1.257678167	-1.140750024	2.194416621	-1.967166388	0.795620976	-3.344639911	0.342868979	0.033059365	1.802712531	1.405173259	0.883958211	1.993607104	1.354269169	-0.691891911	1.154568406	2.544705956	-0.475309687	2.079122728	2.631719461	2.61161901	0.09527118	1.544772443	0.559254902	0.977220345	-0.492166827	-0.281264741	0.884416826	1.149047654	0.62921844	0.536859204	2.088842673	2.340755187	0.406034071	-0.805800839	2.034691797	1.676507857	0.226768167	-0.396500005	2.852085258	0.085885208	1.581625804	0.975636039	-1.997777634	2.057757177	-1.727470577	1.328380006	1.174867764	1.752758242	2.965854778	2.505404477	1.296806363	2.395446325	-1.468826933	-0.468053495	1.460286532	1.17743705	-1.098836264	-0.046925519	-1.301039866	-1.245038895	-3.662009289	0.001658571	2.581359542	2.117607299	1.892945027	-2.010333522	-2.202803282	-1.992682492	0.780634777	1.387640791	0.934243866
AsPC-1	3.12296819	1.682242281	2.502134239	2.019963783	-0.178086361	-0.131973841	1.293299001	1.784287587	1.477427267	2.636371624	1.275628861	1.721954169	2.901610898	1.871984672	1.916468587	1.16328209	-0.914724067	1.957573257	2.100715415	2.184022217	0.729782367	1.321247588	0.143690672	3.593812895	-1.265045105	-1.520032424	-2.07547118	2.631328162	-0.067900205	1.980617356	-1.423629472	1.74555764	-0.842619891	2.480898108	1.348204681	1.373692121	1.686143114	2.944066658	1.912457443	1.510014987	0.39846345	3.180923486	2.71260594	0.579263717	1.940343058	2.537434563	2.350391313	0.209841105	1.607007277	-0.655177958	-0.574754003	0.993848178	0.462180531	1.73645613	3.192923911	1.488625984	1.298104469	2.022137646	1.558140896	2.396357041	0.874369858	2.565614629	1.545758726	-1.344097123	2.159648308	2.100178627	1.816888771	1.942583149	-0.597686055	2.050853197	1.58506672	0.862491904	3.140373844	1.905222097	0.029980651	1.500358015	2.637197217	0.853723932	1.900613364	-0.773734272	0.828986519	-0.488939151	1.559442042	-0.208401853	-0.011681219	-0.817456	0.06149523	0.056103464	1.859703693	2.998694824	2.251897667	2.410352615	-1.879180932	0.133659338	0.404712513	0.433241752	1.6043368	1.652924364
ATN-1	2.847385758	2.10760984	2.654451303	1.721727451	-1.076824916	-0.639930748	1.327641271	2.212492826	-0.134321637	1.296209642	0.059343735	-0.313572342	0.523959355	1.829187122	1.276926099	-0.075537274	-0.77972189	0.870889856	2.241386004	2.071248535	1.32872223	1.603899466	-0.843164062	2.778737698	-1.397178767	-1.622795184	-2.808598049	2.55416185	-0.893805404	2.952043779	-2.106642232	1.743853034	-2.460268251	-0.690675018	1.815368306	2.112973377	2.056251478	1.437827427	-0.206223866	1.438813276	-3.093191223	1.846528501	3.069199927	-0.296622263	1.184776627	3.15057933	1.310874464	-1.511028631	1.166212709	-0.108190573	-2.035320655	0.937164062	-1.759693056	2.095663268	2.90425054	0.792258234	-1.878957704	1.885237168	1.842103909	2.792661179	-0.778437681	2.038030653	1.626207002	1.296506266	1.912456575	2.026374623	0.613606422	1.364386059	0.909838254	2.409938732	2.078566831	1.566456767	2.361197863	1.334593457	2.386343079	2.722105263	2.639529813	2.417153667	2.696605662	-2.768165667	-0.714942091	2.522372796	2.281903073	-0.071024085	-0.444010084	0.970911784	-1.035323736	-1.494373437	0.404529675	-3.065572265	0.946326807	1.855768116	-3.375521723	-2.71143899	-0.069992636	-0.544934476	1.38561003	-0.11292916
BALL-1	2.620321402	1.669782637	1.364324604	2.087531538	-0.943436143	-0.140216316	1.513434188	2.783122335	2.1278497	0.319621996	1.349649739	0.834895095	2.193670375	2.093519254	1.112437268	1.701895844	-0.281934986	1.879960056	2.876357543	1.904617596	1.753385363	2.337416331	-1.215720977	2.33497412	-1.731542948	-1.030973408	-1.092046938	3.080703085	-0.877550794	1.648784235	-0.8789977	1.238429694	-2.07585868	0.952264981	1.000961657	1.829185025	1.988296686	1.790474426	2.341853083	1.016171783	-1.083896594	1.119344127	2.725996976	-0.350659836	1.957356978	2.705145487	2.802277761	-0.651682322	1.823633059	1.103234798	-1.537546652	0.375023843	-0.109436749	2.264114371	2.975681147	1.962202402	-1.127434989	2.271535161	2.599758862	0.772654813	-1.167667851	2.023538246	0.79501875	1.611451847	2.347027702	1.638316869	1.417670599	2.145232337	1.277892404	1.707639079	2.713056737	-0.01261681	1.388712047	2.732367207	2.904540649	2.615237551	2.853537539	2.773273839	2.97120268	-2.58869217	0.292401354	2.687010794	0.95064934	-0.53994426	-0.341644703	1.52494994	-0.649761872	-2.005767729	0.69534239	1.927060161	2.201146449	2.821667707	-2.046391256	-1.779397142	-1.071176735	0.006010636	2.012083729	2.731683628
BB30-HNC	2.74459998	0.457047604	1.791750069	0.837721603	-0.752042565	-0.13640712	-0.99826669	1.482525884	0.630148264	0.449483931	-0.177957375	0.687143335	1.07175062	1.965457873	-1.786848622	-0.439433054	-0.958029307	0.557826073	2.569020801	2.12748055	0.452185677	0.745680585	-0.675607171	2.170479612	-1.392662104	-1.562254099	-3.08817599	3.008253645	-1.525066765	2.112993355	-2.206590764	0.704196342	-3.697341317	-1.192626066	0.41665344	0.629989313	1.421213057	0.367662851	2.101926228	-0.598364423	-3.636026753	2.94544728	2.494976632	-0.912311561	1.201528668	2.7261885	1.618938215	-0.420610731	1.207489794	0.294644485	-0.198324484	-0.489897639	-1.51412211	2.352482441	2.783730347	1.038403752	-0.468121245	1.805118088	1.199174358	0.328827804	-2.066631116	1.087270133	1.677121949	-1.630288067	1.471102636	2.13330357	0.900123086	1.541488308	-0.444085217	1.371788608	2.470181023	-0.034003086	0.593157666	0.456571617	-0.221689527	1.687518525	2.941150805	1.121085604	2.379147254	-2.546730202	-0.280040031	1.416023238	0.705194351	-0.613515654	-0.791170327	-1.372128661	-1.143392706	-3.00693339	-0.2326724	2.239822109	2.354334707	1.536122166	-2.437436956	-3.399248099	-2.02132899	0.34977513	1.241042517	1.386994561
BB49-HNC	3.890624945	1.469927435	0.142462053	1.448985772	0.146842782	0.243453761	1.63584139	1.158778456	1.736033996	0.518571498	-0.321177273	0.845101884	2.793489378	1.277683508	1.588397324	2.20970205	-1.271671136	0.757231081	2.719795251	2.168510521	1.244736626	1.682996217	0.812598416	2.785943946	-0.559519821	-0.759918496	-2.581527179	3.055198707	0.870281409	2.612066333	-0.90107506	1.877679576	-0.832908632	1.572695841	1.94711892	2.052794494	0.840203476	1.653141945	2.337125788	1.299290527	1.677797277	1.565816182	2.962731766	1.797161813	1.816184345	2.384611547	2.744527887	0.215808745	0.618270745	1.083420981	1.008021379	0.76188281	-0.452810193	2.257944784	3.253383783	1.035774099	1.850052801	2.348731874	1.788110682	2.937566573	0.127138407	2.58692242	2.07417872	-0.196009694	1.832395256	2.546773198	1.492928105	2.131625891	1.333882952	2.337104942	3.06004804	1.615085589	2.873916808	2.740707398	0.783153685	2.411310234	1.643726875	2.584810445	2.379786101	-0.919815735	0.275752676	1.217641428	0.90460848	1.58641477	-0.276923533	-1.372303681	-0.31687906	1.133615434	0.767890405	2.958064404	2.390949206	2.861720516	-1.901144941	-0.678358861	-1.967966358	1.093266437	1.448872404	0.83534459
BB65-RCC	3.077664761	1.390441991	0.826552732	1.288430405	-0.567083928	-0.511373067	-0.46101749	2.403399126	1.32073816	0.710244327	0.114677629	0.920989633	1.255910589	1.934478779	1.330945818	0.278408821	-1.025596842	1.506979269	2.583269134	0.81504306	0.381429118	0.450960098	-0.957859497	3.375724104	-1.452281182	-1.895457854	-2.413215484	2.58996335	-0.825919965	2.250216948	-1.616860984	1.055381192	-3.20026175	-0.00927653	0.803819588	1.559588834	1.815361357	1.748857409	1.899824685	0.448262261	-4.29078996	1.597962226	1.558141765	-0.034487759	2.360302347	1.98148638	2.281228614	-1.637867808	1.082482905	1.231670442	0.850398105	0.168603975	-0.839504697	1.278255909	2.707276278	1.376326986	0.606810582	1.204772848	2.683502564	2.117706753	-0.755836128	2.597876195	1.570811003	-0.351973094	2.020311004	2.784480808	1.729676359	1.104381335	0.177618626	1.001291551	2.673676651	1.362377447	0.894340889	1.916890287	0.563058019	1.787799727	2.902185036	2.502855602	2.066222879	-2.732014994	1.271121753	0.264475785	0.822553749	-0.157736624	-0.871135667	-0.976597567	-2.154653053	-2.29415148	0.421330357	2.634211443	1.493991692	1.893417105	-1.683978156	-1.208762711	-1.919243729	0.481892289	0.151937924	0.629502903
BC-1	3.768303732	0.90222594	0.730674408	1.943027983	0.360149122	-0.148186923	1.693974313	2.821486172	1.943101696	0.028573537	-0.231027727	1.071483963	2.71451119	2.161299061	0.593077322	2.260743377	0.386347068	1.295047036	2.684063672	2.343996327	1.400747799	1.906541918	1.982017522	1.935217514	-1.48242947	-0.757494698	-0.209995279	2.836474543	-1.061662827	1.254128244	-1.009344674	0.701149766	-2.700438746	-0.263343145	0.556233081	1.327762005	0.880255851	0.40079952	2.005910233	1.067431127	-1.4714327	2.249394828	2.4496871	-0.308852864	1.731325809	2.470803367	2.274907458	0.139153598	1.87239204	2.097604564	-0.808884764	-0.247506162	-1.051519011	2.284186594	3.302188494	1.862193503	1.413136917	2.41471684	1.087555899	0.426106728	-1.220276727	2.051763913	0.040795452	1.593271845	2.050058873	1.086889691	0.20861292	2.497679246	1.686037581	1.164465543	2.666498632	0.990778151	1.030566474	2.55668206	2.749677317	2.302568542	2.229026417	2.312133878	2.537131426	-1.696778986	2.014312528	2.108704262	2.249803499	0.428361151	-0.260921953	-0.337783825	-0.040743771	-1.635181697	-0.886177022	1.73550242	2.201167295	2.455395901	-1.500658113	-2.027271007	-1.472809848	0.05986098	2.113461958	2.390756379
BCPAP	2.865301274	2.284692547	0.648504155	1.071572265	0.275716629	-0.230688977	1.433562221	2.070891979	1.81018891	0.501440317	-0.056819616	0.348613392	1.166159291	1.813881716	0.156893659	2.002333383	-0.993006081	2.357983215	1.12945359	0.222450845	0.726702351	2.358414469	-0.300005851	2.319276719	-1.592519647	-1.729270728	-2.933740873	2.098116597	-1.279838912	2.029671353	-2.871434815	1.136487424	-3.235619836	-0.132563179	0.311709219	1.342736913	1.741880468	1.115424576	1.817778206	0.488966946	-2.837906412	2.803619297	2.275224927	-0.030422328	2.494935808	2.013472168	1.641391674	-0.013407105	1.502944239	1.096038104	-1.365508276	-0.52463642	-0.620508664	1.544650407	3.161372851	1.354319981	0.666031846	0.955476958	2.25162189	1.307219876	-1.229771707	1.749219611	1.132989182	-0.868878204	2.289933178	2.060625692	0.005558535	0.858395204	0.221302136	1.511260544	2.074644283	-0.443690877	1.308193564	2.29318865	0.338553829	1.457844494	2.751591252	2.204756304	2.608672756	-2.517054426	1.873814355	0.327849339	1.839552863	-0.034992844	-0.61682411	-0.724187786	-1.23260765	-3.348757022	0.11960774	2.741384898	2.055935311	1.709849079	-2.632580233	-2.526024779	-1.577399251	-0.299799561	1.627015224	1.266729299
BE-13	2.114430001	1.082579752	1.373090623	2.859644939	-0.607096782	-0.408020534	0.239841733	2.268111183	-0.473268069	0.431640074	1.662183088	-0.284352575	1.410948073	2.160226788	-0.399333776	-0.547519831	-0.472717818	1.37944218	2.067011992	1.617495923	0.931600316	1.762812159	-0.239523396	2.2552109	-1.158925682	-1.917176053	-2.309516819	3.051025572	-1.292287095	1.756251707	-1.251747442	1.360600748	-2.136916466	-0.297843933	0.876780192	1.9230716	1.669104005	2.388533226	2.003520745	-0.272749963	-2.283167739	2.282101546	2.750702252	0.040212629	1.1585118	2.996728339	0.911693994	-0.801073109	1.6457863	2.219095405	-1.006687226	0.639513825	-3.776573134	2.141093945	3.062935664	1.187819728	-1.568613473	-2.302653664	1.428347647	0.877402536	-0.890570779	0.531047041	1.156259114	1.30691587	0.527496683	1.549743378	1.976562783	1.081671643	-0.438033757	2.949111423	0.934942212	-2.586188462	1.260519322	1.975659885	1.607387285	2.040775394	0.922861008	1.329214286	1.888682861	-2.068142895	0.645588736	1.05108906	1.084778585	0.077452078	-0.249207294	1.545356135	-3.182811364	-2.133704424	0.69332074	0.019612739	0.085906923	0.931199462	-3.668942801	-1.907640683	-0.564655354	-0.895523908	1.282458576	-0.06998395
Becker	4.528745987	1.049336681	0.6378761	0.469836744	-0.181741818	0.182378928	1.31639261	2.602693389	0.974025241	1.881745006	0.271058821	0.478728019	1.61560761	1.896023306	1.430159958	1.417595384	-0.475943757	0.669847123	1.960087822	1.304872514	1.324524774	1.249825689	0.04006714	2.438478394	-1.052699858	-1.465853753	-2.639849888	2.284674306	-0.282468171	1.945348736	-1.652232533	1.197408082	-2.544065806	1.072457651	1.218421855	1.861805244	1.751640368	2.334666378	2.191948091	1.297862567	-0.573425931	3.437050394	3.061810407	0.02651889	2.146817512	2.647939491	1.864207761	-0.140384388	2.145912876	0.768247395	1.106957136	0.43051916	-0.06432987	2.186312686	3.265059356	1.11587711	1.744522282	2.032220661	2.345950218	1.99644435	0.215480853	2.27330578	2.315532666	0.256205949	2.152192775	1.87570093	1.201194696	3.024472373	0.47104535	1.592437566	2.301958358	0.594225162	2.714493384	2.34707808	0.844930338	1.310038447	2.966692098	2.273809127	1.930341256	-1.631920146	0.500795824	1.266286318	0.896237453	0.199266903	-0.615984618	-1.4105685	-1.097528169	-0.870000855	0.806439252	2.733369993	2.167794804	2.693329779	-2.94832839	-2.268299667	-1.819839368	0.574045235	1.086383304	1.264534809
BEN	3.500736639	1.398283612	2.129775362	2.24447599	0.655485873	-0.671767573	1.444851272	2.805556251	2.034960625	2.235254634	0.302263314	0.769478186	1.238953995	2.096712089	1.663164593	1.069676863	-0.754682207	2.770959918	2.626130525	2.441633544	1.100861379	1.008113883	0.736219046	1.566068508	-1.224662232	-1.499915903	-0.923060783	1.11814543	0.092516451	1.123880289	-0.934074057	1.594913913	-1.686669045	1.919155567	0.357360083	1.329204731	1.376557162	1.579338375	1.9233274	1.217890713	-0.62357956	3.049087316	1.475161987	-0.233060225	1.737987018	2.702728346	2.4326823	0.664827113	2.007797242	2.187318947	0.986955925	0.507154764	-0.029115971	1.672623527	2.388261358	1.993823383	-0.620371861	2.040207771	1.219161024	0.791428732	0.029938524	2.50607937	2.252886556	0.523410407	1.875680952	1.035169127	1.792848834	2.562631895	0.655920602	1.307769693	2.862427113	1.175413672	2.412815933	1.820800027	2.348909066	1.567763559	2.685456454	2.508906193	2.498237315	-0.970299429	1.998550244	1.715001114	1.352667491	-0.089524596	-0.581418686	1.073754454	-1.501680008	-1.856955477	0.732159695	2.302371806	2.151306814	1.446485088	-1.090292822	-1.235741519	-0.935289213	0.99218179	0.718478116	1.051322276
BFTC-905	3.328110229	0.94164381	0.52699377	0.983868918	-0.006684661	-0.206724608	1.46643093	1.618890442	1.525220506	0.360609909	-1.325455033	0.033830672	2.099656171	1.242682848	0.36527814	1.242621612	-0.392263462	1.384568158	2.888715392	1.924368404	0.451065198	0.41085778	-0.965314162	2.763249019	-1.571560161	-1.217153281	-3.493989874	1.005323107	-1.790896246	1.66284973	-1.689004681	0.701528905	-4.301570887	-0.370371546	0.561777718	1.995288258	1.442419223	-0.105377213	1.307913879	0.752723105	-5.288195445	0.71161192	1.908177037	-0.850169232	1.408144268	2.528292664	2.41017412	-0.602032474	-0.330143282	1.197816319	0.955016606	-0.594183904	-1.0329881	1.176596256	2.989535988	0.335833408	1.732930093	1.851981068	2.601435673	0.250696924	-1.101899342	2.503418448	1.060145837	-0.88885575	2.340998392	1.758077481	0.748514357	1.953043131	0.094355253	2.049032635	1.972271519	0.462683878	0.700328516	1.367153817	-0.143420975	1.525699098	1.326087366	1.46788712	1.720148807	-3.854581108	0.054802318	0.384375371	0.750381389	-0.547274888	-0.14985722	-0.501399494	-0.105567868	-3.178825409	0.274190518	2.662066657	2.223328039	2.701550105	-2.423304579	-2.441065486	-2.02785991	0.455640924	0.208754934	0.384321953
