	AICA_Ribonucleotide	AKT_inhibitor_VIII	AS601245	AZD6482	AZD7762	AZD8055	Afatinib	Avagacestat	Axitinib	BAY-61-3606	BMS-754807	BX795	Bexarotene	Bicalutamide	Bleomycin	Bosutinib	Bryostatin_1	CCT-018159	CCT007093	CHIR-99021	CI-1040	Cisplatin	Cytarabine	DMOG	Dacinostat	Dactolisib	Docetaxel	Doramapimod	Doxorubicin	EHT-1864	Elesclomol	Embelin	Epothilone_B	Etoposide	FH535	FTI-277	GSK1904529A	GSK650394	GW441756	Gefitinib	Gemcitabine	IPA-3	JNK_Inhibitor_VIII	JNK-9L	KU-55933	LFM-A13	Lenalidomide	Lestaurtinib	Linsitinib	MK-2206	Methotrexate	Midostaurin	Mitomycin-C	Motesanib	NSC-87877	NU7441	Navitoclax	Nilotinib	Nutlin-3a	OSU-03012	Obatoclax_Mesylate	Olaparib	PAC-1	PD0325901	PD173074	PF-4708671	PF-562271	PLX-4720	Palbociclib	Pazopanib	Pictilisib	Ponatinib	QS11	RO-3306	Refametinib	Rucaparib	SB216763	SB590885	SL0101	SN-38	STF-62247	Selumetinib	Serdemetan	Shikonin	TW_37	Tanespimycin	Temsirolimus	Thapsigargin	Tipifarnib	Tretinoin	VX-702	Veliparib	Vinblastine	Vinorelbine	Vismodegib	Vorinostat	Wee1_Inhibitor	ZM447439
Thapsigargin	0.219895288	0.193877551	0.131147541	0.323232323	0.236180905	0.239669421	0.229323308	0.192825112	0.195833333	0.234615385	0.156862745	0.165957447	0.446808511	0.237113402	0.275471698	0.205223881	0.725663717	0.309859155	0.269503546	0.142857143	0.247368421	0.009803922	0.28057554	0.186440678	0.228571429	0.179039301	0.486486486	0.228915663	0.447368421	0.241071429	0.238993711	0.545454545	0.472392638	0.49132948	0.169312169	0.282722513	0.222222222	0.290178571	0.231132075	0.197761194	0.269503546	0.294478528	0.265217391	0.175213675	0.317647059	0.212643678	0.252747253	0.290456432	0.197478992	0.183574879	0.234567901	0.276422764	0.389261745	0.207048458	0.197628458	0.347150259	0.232758621	0.192468619	0.275229358	0.193396226	0.240223464	0.270718232	0.267759563	0.305084746	0.248945148	0.139240506	0.18907563	0.200803213	0.177777778	0.144	0.162962963	0.192156863	0.258928571	0.194690265	0.248780488	0.251141553	0.222727273	0.218253968	0.48502994	0.366197183	0.140271493	0.194029851	0.167464115	0.47972973	0.322869955	0.553030303	0.574468085	1	0.189655172	0.466019417	0.216346154	0.202643172	0.348	0.346613546	0.199134199	0.237179487	0.244897959	0.242424242
Tipifarnib	0.402654867	0.62244898	0.578947368	0.524229075	0.513761468	0.517786561	0.59922179	0.555555556	0.565400844	0.588235294	0.605932203	0.591111111	0.339534884	0.433628319	0.440273038	0.513011152	0.197424893	0.390804598	0.258373206	0.716981132	0.493023256	0.033149171	0.247619048	0.137055838	0.628571429	0.710144928	0.354716981	0.535433071	0.300724638	0.540425532	0.426395939	0.179104478	0.311740891	0.266666667	0.425233645	0.488687783	0.557491289	0.573839662	0.666666667	0.563706564	0.246445498	0.293859649	0.482213439	0.639269406	0.339130435	0.418269231	0.5	0.561264822	0.69266055	0.645	0.64806867	0.57312253	0.276315789	0.680751174	0.477099237	0.349019608	0.504065041	0.724299065	0.508333333	0.604761905	0.5	0.502392344	0.442922374	0.444954128	0.551020408	0.669811321	0.631111111	0.616033755	0.677884615	0.622807018	0.560784314	0.686956522	0.458167331	0.638888889	0.354581673	0.556521739	0.70531401	0.602459016	0.262357414	0.530612245	0.592417062	0.642276423	0.615763547	0.283898305	0.388278388	0.295964126	0.254098361	0.189655172	1	0.230366492	0.620192308	0.64516129	0.456747405	0.455172414	0.604444444	0.442708333	0.537549407	0.543071161
Tretinoin	0.122807018	0.237179487	0.163366337	0.3	0.273291925	0.215962441	0.186721992	0.216216216	0.21182266	0.196581197	0.170506912	0.182741117	0.509259259	0.275641026	0.155642023	0.170124481	0.54	0.239583333	0.314285714	0.183168317	0.264516129	0.016393443	0.201754386	0.207317073	0.269005848	0.22459893	0.30726257	0.204545455	0.278688525	0.227979275	0.356521739	0.534246575	0.33557047	0.299401198	0.24137931	0.307692308	0.170909091	0.265306122	0.242937853	0.171548117	0.2	0.338582677	0.213592233	0.2	0.316546763	0.297709924	0.280821918	0.210762332	0.207920792	0.236363636	0.227488152	0.197368421	0.307086614	0.245989305	0.196347032	0.265895954	0.237373737	0.207920792	0.234375	0.239766082	0.274647887	0.303448276	0.326388889	0.292517007	0.202830189	0.180412371	0.21	0.205607477	0.210810811	0.183574879	0.17167382	0.200913242	0.223350254	0.22459893	0.228571429	0.245989305	0.239130435	0.198198198	0.335483871	0.269035533	0.185393258	0.187234043	0.215568862	0.390625	0.257425743	0.451327434	0.403100775	0.466019417	0.230366492	1	0.25443787	0.214659686	0.213114754	0.212244898	0.229166667	0.310344828	0.222222222	0.185950413
VX-702	0.373831776	0.594594595	0.552995392	0.631313131	0.64171123	0.542735043	0.564516129	0.535211268	0.596330275	0.611814346	0.596412556	0.634146341	0.402116402	0.505	0.435251799	0.432835821	0.254901961	0.404958678	0.304347826	0.571428571	0.610810811	0.025	0.251308901	0.129213483	0.603015075	0.583732057	0.388429752	0.535564854	0.333333333	0.555045872	0.474285714	0.23699422	0.355855856	0.281124498	0.389162562	0.545454545	0.558823529	0.612903226	0.668393782	0.528	0.26984127	0.301435407	0.622119816	0.631067961	0.363636364	0.47826087	0.570652174	0.537190083	0.601851852	0.672131148	0.66359447	0.556016598	0.307317073	0.753926702	0.450199203	0.38362069	0.508695652	0.721393035	0.448717949	0.61025641	0.554945055	0.607734807	0.457711443	0.631284916	0.545454545	0.614634146	0.694581281	0.658986175	0.671794872	0.584474886	0.518218623	0.68202765	0.417355372	0.599033816	0.396475771	0.650246305	0.625615764	0.533333333	0.320512821	0.537117904	0.596938776	0.621276596	0.588541667	0.352657005	0.435483871	0.350253807	0.292237443	0.216346154	0.620192308	0.25443787	1	0.695431472	0.474074074	0.461538462	0.632850242	0.548780488	0.544303797	0.594262295
Veliparib	0.42081448	0.615384615	0.586666667	0.587962963	0.579710145	0.494117647	0.545454545	0.508695652	0.628318584	0.634146341	0.663716814	0.6359447	0.331775701	0.420353982	0.507194245	0.412587413	0.205240175	0.374045802	0.306532663	0.633484163	0.514285714	0.022222222	0.245192308	0.139175258	0.637681159	0.588235294	0.358778626	0.5	0.299270073	0.489626556	0.432989691	0.206185567	0.331950207	0.260223048	0.372727273	0.523364486	0.568904594	0.637168142	0.727272727	0.494423792	0.244019139	0.242553191	0.530864198	0.596412556	0.309012876	0.438423645	0.592783505	0.613168724	0.656108597	0.582524272	0.671052632	0.625514403	0.333333333	0.731707317	0.41697417	0.347826087	0.44488189	0.751196172	0.413385827	0.553488372	0.578125	0.488038278	0.397321429	0.529411765	0.508	0.729064039	0.700934579	0.688888889	0.655502392	0.595652174	0.592741935	0.696035242	0.380228137	0.588235294	0.36437247	0.682464455	0.62037037	0.577235772	0.27027027	0.530864198	0.600961538	0.691983122	0.616915423	0.304347826	0.382352941	0.336448598	0.241803279	0.202643172	0.64516129	0.214659686	0.695431472	1	0.498207885	0.496428571	0.556521739	0.489130435	0.569105691	0.567049808
Vinblastine	0.326315789	0.463320463	0.422297297	0.541666667	0.40647482	0.624087591	0.605442177	0.356435644	0.5	0.60137457	0.46179402	0.410774411	0.384920635	0.389891697	0.47706422	0.602739726	0.333333333	0.582089552	0.227272727	0.421404682	0.394160584	0.016393443	0.271653543	0.14	0.55	0.525735294	0.56133829	0.628158845	0.532846715	0.5	0.3359375	0.216326531	0.425925926	0.509363296	0.29787234	0.444444444	0.633440514	0.55	0.555555556	0.612456747	0.255813953	0.358778626	0.597069597	0.473684211	0.382022472	0.338345865	0.429118774	0.628571429	0.503496503	0.471698113	0.508474576	0.657039711	0.359073359	0.518115942	0.529010239	0.505576208	0.446308725	0.47766323	0.510714286	0.479553903	0.516528926	0.409774436	0.46124031	0.440613027	0.541958042	0.461267606	0.480968858	0.455737705	0.438596491	0.465986395	0.461783439	0.476973684	0.525	0.476868327	0.496268657	0.546125461	0.522058824	0.602836879	0.471910112	0.709803922	0.412811388	0.471518987	0.531496063	0.405405405	0.533101045	0.37254902	0.42248062	0.348	0.456747405	0.213114754	0.474074074	0.498207885	1	0.979508197	0.440273038	0.368421053	0.648351648	0.659649123
Vinorelbine	0.325174825	0.450381679	0.411371237	0.528089888	0.395017794	0.610108303	0.592592593	0.355263158	0.487972509	0.588435374	0.450657895	0.4	0.383399209	0.388489209	0.466666667	0.589830508	0.326848249	0.574074074	0.226415094	0.410596026	0.392727273	0.016326531	0.270588235	0.139442231	0.54789272	0.512727273	0.570895522	0.614285714	0.525362319	0.487719298	0.33463035	0.215447154	0.424354244	0.501858736	0.296819788	0.442804428	0.621019108	0.537102473	0.541666667	0.599315068	0.254826255	0.357414449	0.583333333	0.461805556	0.37037037	0.337078652	0.416666667	0.643884892	0.491349481	0.458955224	0.496644295	0.64874552	0.352490421	0.505376344	0.516891892	0.492647059	0.435215947	0.465986395	0.498233216	0.477777778	0.514403292	0.397769517	0.448275862	0.438931298	0.529411765	0.449477352	0.469178082	0.444805195	0.427083333	0.454545455	0.451104101	0.465798046	0.512367491	0.464788732	0.494423792	0.544117647	0.52014652	0.589473684	0.464684015	0.69379845	0.401408451	0.470031546	0.517509728	0.403846154	0.53125	0.37109375	0.409961686	0.346613546	0.455172414	0.212244898	0.461538462	0.496428571	0.979508197	1	0.429054054	0.366935484	0.645985401	0.645833333
Vismodegib	0.272	0.497652582	0.556034483	0.515283843	0.591346154	0.425925926	0.525925926	0.566964286	0.698630137	0.50929368	0.496062992	0.617117117	0.363207547	0.5625	0.429054054	0.511111111	0.233480176	0.373584906	0.340101523	0.58008658	0.563106796	0.032967033	0.211981567	0.14213198	0.617924528	0.543478261	0.379310345	0.448148148	0.323529412	0.642533937	0.446153846	0.214285714	0.382978723	0.261029412	0.53	0.586538462	0.518644068	0.53909465	0.671497585	0.481751825	0.211009174	0.298245614	0.480314961	0.545064378	0.391891892	0.443902439	0.534313725	0.523076923	0.522633745	0.578947368	0.571428571	0.528735632	0.280701754	0.624434389	0.545816733	0.408163265	0.613043478	0.629955947	0.434782609	0.536363636	0.512315271	0.52173913	0.43438914	0.511961722	0.471042471	0.52360515	0.642857143	0.684210526	0.5625	0.578723404	0.534615385	0.594262295	0.462151394	0.658878505	0.397540984	0.609865471	0.726829268	0.473684211	0.295719844	0.498007968	0.63592233	0.557692308	0.597087379	0.32173913	0.496062992	0.342592593	0.279166667	0.199134199	0.604444444	0.229166667	0.632850242	0.556521739	0.440273038	0.429054054	1	0.494623656	0.578947368	0.50729927
Vorinostat	0.238095238	0.546052632	0.385	0.547058824	0.603896104	0.355855856	0.360995851	0.427807487	0.461928934	0.376068376	0.416267943	0.478494624	0.413793103	0.585526316	0.264925373	0.333333333	0.264516129	0.352657005	0.374045802	0.384236453	0.64137931	0.04	0.269503546	0.205128205	0.541666667	0.418848168	0.401015228	0.389140271	0.326923077	0.409090909	0.571428571	0.316239316	0.324175824	0.295	0.5	0.607843137	0.343173432	0.414634146	0.532163743	0.341666667	0.267605634	0.325	0.467336683	0.430051813	0.363636364	0.696	0.635714286	0.424657534	0.395121951	0.490909091	0.447115385	0.412556054	0.324840764	0.486486486	0.351111111	0.338461538	0.471794872	0.466666667	0.374384236	0.520958084	0.52739726	0.519736842	0.465408805	0.68115942	0.375	0.404145078	0.486910995	0.421800948	0.477777778	0.393203883	0.35193133	0.431924883	0.481675393	0.449197861	0.468571429	0.519337017	0.508379888	0.375	0.317460317	0.424390244	0.4375	0.414096916	0.475903614	0.375	0.458128079	0.430555556	0.319526627	0.237179487	0.442708333	0.310344828	0.548780488	0.489130435	0.368421053	0.366935484	0.494623656	1	0.436619718	0.388185654
Wee1_Inhibitor	0.276752768	0.464135021	0.430147059	0.506024096	0.441767068	0.512820513	0.565836299	0.430188679	0.550387597	0.572463768	0.462365591	0.444029851	0.447488584	0.440816327	0.387692308	0.551601423	0.246963563	0.513513514	0.264069264	0.488636364	0.50862069	0.023696682	0.222689076	0.104803493	0.606060606	0.51984127	0.421245421	0.56928839	0.437037037	0.492366412	0.35371179	0.231481481	0.357692308	0.40530303	0.385892116	0.491666667	0.550488599	0.620967742	0.619047619	0.55	0.221757322	0.414847162	0.54789272	0.447761194	0.33201581	0.408695652	0.522321429	0.649805447	0.513307985	0.49790795	0.518382353	0.648648649	0.300813008	0.548	0.558052434	0.44015444	0.450909091	0.542635659	0.469924812	0.544303797	0.522727273	0.453389831	0.487068966	0.482758621	0.503676471	0.478764479	0.523076923	0.566539924	0.442748092	0.466911765	0.452380952	0.550185874	0.519230769	0.532	0.430232558	0.668103448	0.682819383	0.555555556	0.367424242	0.655737705	0.442687747	0.557553957	0.558951965	0.443478261	0.545454545	0.336134454	0.288461538	0.244897959	0.537549407	0.222222222	0.544303797	0.569105691	0.648351648	0.645985401	0.578947368	0.436619718	1	0.575
ZM447439	0.387218045	0.485943775	0.514705882	0.611336032	0.446969697	0.716535433	0.815686275	0.435714286	0.538181818	0.778210117	0.533807829	0.553030303	0.349206349	0.372262774	0.5	0.706319703	0.263358779	0.554307116	0.225680934	0.518248175	0.434615385	0.017021277	0.276422764	0.140495868	0.5390625	0.555555556	0.45229682	0.69348659	0.45229682	0.562264151	0.353658537	0.204166667	0.328621908	0.417266187	0.317343173	0.448669202	0.732638889	0.579925651	0.556862745	0.857723577	0.265060241	0.34496124	0.714859438	0.611764706	0.417322835	0.366141732	0.433070866	0.546712803	0.59469697	0.505928854	0.657794677	0.601423488	0.319230769	0.607843137	0.540350877	0.47761194	0.455172414	0.64453125	0.556390977	0.490421456	0.485477178	0.435294118	0.4375	0.456349206	0.700787402	0.549618321	0.611538462	0.531690141	0.604	0.545787546	0.530612245	0.582733813	0.571428571	0.520599251	0.484848485	0.535580524	0.522556391	0.671698113	0.41697417	0.648648649	0.492307692	0.556313993	0.526104418	0.375968992	0.496527778	0.347826087	0.345864662	0.242424242	0.543071161	0.185950413	0.594262295	0.567049808	0.659649123	0.645833333	0.50729927	0.388185654	0.575	1
