drug1,drug2,cell,score,nor,index,true_label,predict_label,predict_score,smile1,smile2
5-FU,LAPATINIB,RKO,11.54453602,0.6685465,197,1,1,0.626398206,O=c1[nH]cc(F)c(=O)[nH]1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
5-FU,LAPATINIB,VCAP,10.63255814,0.6667427,201,1,1,0.999992847,O=c1[nH]cc(F)c(=O)[nH]1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
5-FU,MK-2206,A2058,15.9003976,0.6771619,203,1,1,1,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
5-FU,MK-2206,A2780,18.65621252,0.6826127,204,1,1,1,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
5-FU,MK-2206,A427,14.11709974,0.6736348,205,1,1,0.999999285,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
5-FU,MK-2206,HT29,15.70450582,0.6767745,207,1,1,1,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
5-FU,MK-2206,MDAMB436,11.60537383,0.6686668,209,1,1,1,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
5-FU,MK-2206,NCIH1650,12.96089082,0.6713479,211,1,1,0.999969125,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
5-FU,MK-2206,NCIH2122,14.51823605,0.6744282,212,1,1,1,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
5-FU,MK-2206,NCIH520,12.9538647,0.671334,214,1,1,1,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
5-FU,MK-2206,RKO,21.99868299,0.6892237,215,1,1,1,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
5-FU,MK-2206,RPMI7951,13.79249022,0.6729927,216,1,1,0.995703161,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
5-FU,MK-2206,SKMES1,18.50316129,0.6823099,217,1,1,1,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
5-FU,MK-2206,UACC62,16.67190273,0.6786879,220,1,1,0.999999881,O=c1[nH]cc(F)c(=O)[nH]1,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
5-FU,MK-4827,A375,-2.191356891,0.6413783,222,0,0,0.000162078,O=c1[nH]cc(F)c(=O)[nH]1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12
5-FU,MK-4827,ES2,-4.081486949,0.6376398,224,0,0,2.01E-10,O=c1[nH]cc(F)c(=O)[nH]1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12
5-FU,MK-4827,LOVO,-14.5737162,0.6168873,228,0,0,2.47E-11,O=c1[nH]cc(F)c(=O)[nH]1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12
5-FU,MK-4827,NCIH1650,-9.248017329,0.627421,230,0,0,1.18E-14,O=c1[nH]cc(F)c(=O)[nH]1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12
5-FU,MK-4827,NCIH23,-10.52634233,0.6248926,231,0,0,1.69E-13,O=c1[nH]cc(F)c(=O)[nH]1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12
5-FU,MK-4827,OV90,-11.5759633,0.6228165,233,0,0,3.44E-12,O=c1[nH]cc(F)c(=O)[nH]1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12
5-FU,MK-4827,RKO,-0.321869637,0.645076,234,0,0,0.000451036,O=c1[nH]cc(F)c(=O)[nH]1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12
5-FU,MK-4827,SW837,-12.72451513,0.6205448,236,0,0,6.95E-07,O=c1[nH]cc(F)c(=O)[nH]1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12
5-FU,MK-4827,VCAP,10.98857906,0.6674469,238,1,1,0.99984026,O=c1[nH]cc(F)c(=O)[nH]1,NC(=O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12
5-FU,MK-5108,HCT116,16.57015644,0.6784867,240,1,0,0.142825902,O=c1[nH]cc(F)c(=O)[nH]1,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1
5-FU,MK-5108,HT29,12.43049188,0.6702988,241,1,1,0.985030353,O=c1[nH]cc(F)c(=O)[nH]1,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1
5-FU,MK-5108,NCIH2122,-1.788640257,0.6421749,245,0,0,1.34E-05,O=c1[nH]cc(F)c(=O)[nH]1,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1
5-FU,MK-5108,NCIH23,-2.774618677,0.6402247,246,0,0,6.31E-14,O=c1[nH]cc(F)c(=O)[nH]1,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1
5-FU,MK-5108,RKO,-2.418031889,0.64093,248,0,1,0.74421221,O=c1[nH]cc(F)c(=O)[nH]1,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1
5-FU,MK-5108,SKMES1,-2.969522572,0.6398392,250,0,0,4.54E-08,O=c1[nH]cc(F)c(=O)[nH]1,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1
5-FU,MK-5108,SW837,-3.194708892,0.6393938,251,0,1,0.902739942,O=c1[nH]cc(F)c(=O)[nH]1,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1
5-FU,MK-5108,VCAP,11.64974134,0.6687546,252,1,1,0.999882936,O=c1[nH]cc(F)c(=O)[nH]1,O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1
5-FU,MK-8669,A2058,32.33623166,0.7096703,253,1,1,1,O=c1[nH]cc(F)c(=O)[nH]1,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
5-FU,MK-8669,A2780,16.29531308,0.677943,254,1,1,1,O=c1[nH]cc(F)c(=O)[nH]1,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
5-FU,MK-8669,A375,12.7627595,0.670956,255,1,1,0.783072948,O=c1[nH]cc(F)c(=O)[nH]1,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
5-FU,MK-8669,A427,20.62786482,0.6865124,256,1,1,0.999998808,O=c1[nH]cc(F)c(=O)[nH]1,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
5-FU,MK-8669,ES2,15.70508042,0.6767756,257,1,1,0.999987245,O=c1[nH]cc(F)c(=O)[nH]1,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
5-FU,MK-8669,HT29,11.81057599,0.6690727,258,1,1,1,O=c1[nH]cc(F)c(=O)[nH]1,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
5-FU,MK-8669,MDAMB436,17.43632979,0.6801999,261,1,1,1,O=c1[nH]cc(F)c(=O)[nH]1,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
5-FU,MK-8669,NCIH2122,10.30418191,0.6660932,264,1,1,1,O=c1[nH]cc(F)c(=O)[nH]1,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
5-FU,MK-8669,NCIH23,21.73781029,0.6887077,265,1,1,0.70943284,O=c1[nH]cc(F)c(=O)[nH]1,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
5-FU,MK-8669,RKO,23.25413422,0.6917069,266,1,1,1,O=c1[nH]cc(F)c(=O)[nH]1,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
5-FU,MK-8669,RPMI7951,27.33122745,0.6997709,267,1,1,1,O=c1[nH]cc(F)c(=O)[nH]1,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
5-FU,MK-8669,UACC62,12.12565179,0.6696959,273,1,1,1,O=c1[nH]cc(F)c(=O)[nH]1,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
5-FU,MK-8669,VCAP,29.67190189,0.7044006,274,1,1,1,O=c1[nH]cc(F)c(=O)[nH]1,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
5-FU,MK-8776,A2058,24.27497218,0.693726,276,1,1,1,O=c1[nH]cc(F)c(=O)[nH]1,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
5-FU,MK-8776,A2058,24.27497218,0.693726,276,1,1,1,O=c1[nH]cc(F)c(=O)[nH]1,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
5-FU,MK-8776,A375,21.58284028,0.6884012,278,1,1,0.999997139,O=c1[nH]cc(F)c(=O)[nH]1,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
5-FU,MK-8776,A375,21.58284028,0.6884012,278,1,1,0.999997139,O=c1[nH]cc(F)c(=O)[nH]1,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
5-FU,MK-8776,A427,25.93455259,0.6970085,280,1,1,0.999999881,O=c1[nH]cc(F)c(=O)[nH]1,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
5-FU,MK-8776,A427,25.93455259,0.6970085,280,1,1,0.999999881,O=c1[nH]cc(F)c(=O)[nH]1,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
5-FU,MK-8776,ES2,4.143699249,0.6539084,284,0,0,0.016875204,O=c1[nH]cc(F)c(=O)[nH]1,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
5-FU,MK-8776,HCT116,11.10775196,0.6676826,285,1,1,1,O=c1[nH]cc(F)c(=O)[nH]1,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
5-FU,MK-8776,HCT116,11.10775196,0.6676826,285,1,1,1,O=c1[nH]cc(F)c(=O)[nH]1,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
5-FU,MK-8776,MDAMB436,43.35485062,0.731464,289,1,1,1,O=c1[nH]cc(F)c(=O)[nH]1,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
5-FU,MK-8776,NCIH1650,10.2868776,0.666059,291,1,0,0.008475211,O=c1[nH]cc(F)c(=O)[nH]1,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
5-FU,MK-8776,NCIH1650,10.2868776,0.666059,291,1,0,0.008475211,O=c1[nH]cc(F)c(=O)[nH]1,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
5-FU,MK-8776,NCIH23,2.964151378,0.6515754,294,0,0,0.109771274,O=c1[nH]cc(F)c(=O)[nH]1,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
5-FU,MK-8776,NCIH520,18.30590717,0.6819198,296,1,1,0.99997735,O=c1[nH]cc(F)c(=O)[nH]1,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
5-FU,MK-8776,RKO,18.42285882,0.6821511,297,1,1,0.992343962,O=c1[nH]cc(F)c(=O)[nH]1,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
5-FU,MK-8776,SKMES1,16.98490255,0.679307,299,1,0,6.90E-06,O=c1[nH]cc(F)c(=O)[nH]1,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
5-FU,MK-8776,SW837,-20.52658286,0.6051131,300,0,0,0.030430222,O=c1[nH]cc(F)c(=O)[nH]1,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
5-FU,PD325901,A2780,24.61014916,0.6943889,303,1,1,1,O=c1[nH]cc(F)c(=O)[nH]1,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
5-FU,PD325901,A375,-1.792872312,0.6421665,304,0,1,0.669712245,O=c1[nH]cc(F)c(=O)[nH]1,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
5-FU,PD325901,A427,16.51852763,0.6783845,305,1,1,0.999577343,O=c1[nH]cc(F)c(=O)[nH]1,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
5-FU,PD325901,OV90,-6.566990006,0.6327238,313,0,1,0.901655793,O=c1[nH]cc(F)c(=O)[nH]1,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
5-FU,PD325901,SKMES1,-5.424553399,0.6349834,315,0,1,0.961894274,O=c1[nH]cc(F)c(=O)[nH]1,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
5-FU,PD325901,UACC62,-3.443232407,0.6389022,317,0,0,2.67E-11,O=c1[nH]cc(F)c(=O)[nH]1,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
5-FU,PD325901,VCAP,11.43502994,0.6683299,318,1,1,0.999999404,O=c1[nH]cc(F)c(=O)[nH]1,O=C(NOCC(O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
5-FU,SORAFENIB,HCT116,-1.955025391,0.6418458,321,0,1,0.999978304,O=c1[nH]cc(F)c(=O)[nH]1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
5-FU,SORAFENIB,HT29,-3.551610833,0.6386879,322,0,0,4.74E-08,O=c1[nH]cc(F)c(=O)[nH]1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
5-FU,SORAFENIB,LOVO,-13.81534377,0.6183873,325,0,0,2.99E-21,O=c1[nH]cc(F)c(=O)[nH]1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
5-FU,SORAFENIB,MDAMB436,-4.304317076,0.6371991,326,0,0,7.99E-12,O=c1[nH]cc(F)c(=O)[nH]1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
5-FU,SORAFENIB,NCIH1650,-2.500149835,0.6407676,328,0,0,0.001043304,O=c1[nH]cc(F)c(=O)[nH]1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
5-FU,SORAFENIB,NCIH2122,-3.768823231,0.6382583,329,0,0,5.44E-05,O=c1[nH]cc(F)c(=O)[nH]1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
5-FU,SORAFENIB,NCIH23,-1.286810998,0.6431674,330,0,0,2.55E-08,O=c1[nH]cc(F)c(=O)[nH]1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
5-FU,SORAFENIB,RPMI7951,-5.041472651,0.6357411,332,0,0,4.47E-12,O=c1[nH]cc(F)c(=O)[nH]1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
5-FU,SORAFENIB,SW837,-8.60896251,0.628685,334,0,0,7.66E-13,O=c1[nH]cc(F)c(=O)[nH]1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
5-FU,SUNITINIB,ES2,14.41382075,0.6742216,337,1,1,0.71645385,O=c1[nH]cc(F)c(=O)[nH]1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C
5-FU,SUNITINIB,SKMES1,11.90261481,0.6692547,341,1,1,0.627355695,O=c1[nH]cc(F)c(=O)[nH]1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C
5-FU,SUNITINIB,SW837,-4.901836837,0.6360173,343,0,0,2.22E-11,O=c1[nH]cc(F)c(=O)[nH]1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C
5-FU,SUNITINIB,VCAP,12.48379896,0.6704043,344,1,1,0.999999642,O=c1[nH]cc(F)c(=O)[nH]1,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C
5-FU,TEMOZOLOMIDE,A2780,-0.604352835,0.6445173,345,0,0,2.79E-05,O=c1[nH]cc(F)c(=O)[nH]1,Cn1nnc2c(C(N)=O)ncn2c1=O
5-FU,TEMOZOLOMIDE,A375,-15.98333594,0.6140992,346,0,0,6.59E-10,O=c1[nH]cc(F)c(=O)[nH]1,Cn1nnc2c(C(N)=O)ncn2c1=O
5-FU,TEMOZOLOMIDE,HCT116,-15.66309184,0.6147326,349,0,0,0.025903398,O=c1[nH]cc(F)c(=O)[nH]1,Cn1nnc2c(C(N)=O)ncn2c1=O
5-FU,TEMOZOLOMIDE,HT144,-24.286518,0.5976764,350,0,0,4.32E-13,O=c1[nH]cc(F)c(=O)[nH]1,Cn1nnc2c(C(N)=O)ncn2c1=O
5-FU,TEMOZOLOMIDE,HT29,-13.17812058,0.6196476,351,0,0,0.003743021,O=c1[nH]cc(F)c(=O)[nH]1,Cn1nnc2c(C(N)=O)ncn2c1=O
5-FU,TEMOZOLOMIDE,LOVO,-17.96614029,0.6101774,354,0,0,2.13E-23,O=c1[nH]cc(F)c(=O)[nH]1,Cn1nnc2c(C(N)=O)ncn2c1=O
5-FU,TEMOZOLOMIDE,NCIH1650,-16.13611503,0.613797,356,0,0,7.08E-23,O=c1[nH]cc(F)c(=O)[nH]1,Cn1nnc2c(C(N)=O)ncn2c1=O
5-FU,TEMOZOLOMIDE,NCIH2122,-4.976433836,0.6358697,357,0,0,2.09E-10,O=c1[nH]cc(F)c(=O)[nH]1,Cn1nnc2c(C(N)=O)ncn2c1=O
5-FU,TEMOZOLOMIDE,NCIH23,-22.41858189,0.601371,358,0,0,1.56E-13,O=c1[nH]cc(F)c(=O)[nH]1,Cn1nnc2c(C(N)=O)ncn2c1=O
5-FU,TEMOZOLOMIDE,RKO,-9.323430376,0.6272718,361,0,0,6.70E-09,O=c1[nH]cc(F)c(=O)[nH]1,Cn1nnc2c(C(N)=O)ncn2c1=O
5-FU,TEMOZOLOMIDE,SW837,-44.6178968,0.557463,364,0,0,8.06E-16,O=c1[nH]cc(F)c(=O)[nH]1,Cn1nnc2c(C(N)=O)ncn2c1=O
5-FU,TEMOZOLOMIDE,UACC62,-11.96862443,0.6220399,366,0,0,6.40E-08,O=c1[nH]cc(F)c(=O)[nH]1,Cn1nnc2c(C(N)=O)ncn2c1=O
5-FU,TEMOZOLOMIDE,VCAP,-2.729516379,0.6403139,367,0,0,0.001084809,O=c1[nH]cc(F)c(=O)[nH]1,Cn1nnc2c(C(N)=O)ncn2c1=O
5-FU,ZOLINZA,A2058,-5.508119589,0.6348181,369,0,0,1.01E-10,O=c1[nH]cc(F)c(=O)[nH]1,O=C(CCCCCCC(=O)Nc1ccccc1)NO
5-FU,ZOLINZA,A2780,-3.848401273,0.6381009,370,0,0,3.47E-13,O=c1[nH]cc(F)c(=O)[nH]1,O=C(CCCCCCC(=O)Nc1ccccc1)NO
5-FU,ZOLINZA,A427,-31.94692955,0.5825249,371,0,0,1.31E-10,O=c1[nH]cc(F)c(=O)[nH]1,O=C(CCCCCCC(=O)Nc1ccccc1)NO
5-FU,ZOLINZA,HCT116,-8.735905545,0.6284339,374,0,0,2.42E-07,O=c1[nH]cc(F)c(=O)[nH]1,O=C(CCCCCCC(=O)Nc1ccccc1)NO
5-FU,ZOLINZA,HT144,-4.394725666,0.6370203,375,0,0,9.67E-05,O=c1[nH]cc(F)c(=O)[nH]1,O=C(CCCCCCC(=O)Nc1ccccc1)NO
5-FU,ZOLINZA,HT29,-1.42768389,0.6428888,376,0,1,1,O=c1[nH]cc(F)c(=O)[nH]1,O=C(CCCCCCC(=O)Nc1ccccc1)NO
5-FU,ZOLINZA,LOVO,-8.398048463,0.6291021,378,0,0,1.78E-06,O=c1[nH]cc(F)c(=O)[nH]1,O=C(CCCCCCC(=O)Nc1ccccc1)NO
5-FU,ZOLINZA,NCIH2122,10.65626958,0.6667896,379,1,1,0.985553682,O=c1[nH]cc(F)c(=O)[nH]1,O=C(CCCCCCC(=O)Nc1ccccc1)NO
5-FU,ZOLINZA,NCIH23,-15.10567636,0.6158351,380,0,0,2.19E-13,O=c1[nH]cc(F)c(=O)[nH]1,O=C(CCCCCCC(=O)Nc1ccccc1)NO
5-FU,ZOLINZA,NCIH520,-7.702952771,0.630477,381,0,0,1.45E-08,O=c1[nH]cc(F)c(=O)[nH]1,O=C(CCCCCCC(=O)Nc1ccccc1)NO
5-FU,ZOLINZA,OV90,-0.210268239,0.6452967,382,0,0,6.32E-09,O=c1[nH]cc(F)c(=O)[nH]1,O=C(CCCCCCC(=O)Nc1ccccc1)NO
5-FU,ZOLINZA,RKO,11.04834069,0.6675651,383,1,0,0.004292404,O=c1[nH]cc(F)c(=O)[nH]1,O=C(CCCCCCC(=O)Nc1ccccc1)NO
5-FU,ZOLINZA,RPMI7951,-0.240638175,0.6452366,384,0,0,0.000152082,O=c1[nH]cc(F)c(=O)[nH]1,O=C(CCCCCCC(=O)Nc1ccccc1)NO
5-FU,ZOLINZA,SKMES1,14.06216364,0.6735261,386,1,1,0.728787661,O=c1[nH]cc(F)c(=O)[nH]1,O=C(CCCCCCC(=O)Nc1ccccc1)NO
5-FU,ZOLINZA,SW837,-3.532158377,0.6387264,388,0,0,6.54E-09,O=c1[nH]cc(F)c(=O)[nH]1,O=C(CCCCCCC(=O)Nc1ccccc1)NO
5-FU,ZOLINZA,VCAP,22.99565591,0.6911956,389,1,1,1,O=c1[nH]cc(F)c(=O)[nH]1,O=C(CCCCCCC(=O)Nc1ccccc1)NO
ABT-888,BEZ-235,A2058,24.07097148,0.6933225,391,1,1,1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
ABT-888,BEZ-235,A2780,29.43971431,0.7039413,392,1,1,1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
ABT-888,BEZ-235,A375,26.77702751,0.6986748,393,1,1,1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
ABT-888,BEZ-235,A427,14.16782834,0.6737351,394,1,1,1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
ABT-888,BEZ-235,ES2,12.51769006,0.6704713,396,1,1,0.999998093,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
ABT-888,BEZ-235,HCT116,18.26293072,0.6818348,397,1,1,1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
ABT-888,BEZ-235,HT144,19.90806632,0.6850887,398,1,1,1,CC1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
